Customer ID,"Avg Monthly Sent Emails
(Jan-Oct)","Avg Monthly Sent Emails 
(Nov-Dec)","Avg Monthly Subscribers
",Email Provider,Avg Monthly Opened Emails,"Avg Mthly Sales $ 
(via Email Campaigns)","Avg Mthly Sales $
(Total)"
4089,7952,"14,234",7243,Shopify Email,397.6,"$4,301 ","$86,020 "
4090,60240,"131,926",15368,Third Party Solution,1807.2,"$56,514 ","$941,900 "
4091,19842,"36,906",9174,Third Party Solution,595.26,"$9,926 ","$330,867 "
4092,32122,"62,317",11959,Third Party Solution,642.44,"$41,619 ","$1,040,475 "
4093,45437,"92,691",13201,Third Party Solution,908.74,"$58,765 ","$979,417 "
4094,18799,"35,530",11912,Third Party Solution,563.97,"$18,006 ","$600,200 "
4095,79451,"162,875",12553,Third Party Solution,1589.02,"$58,187 ","$1,163,740 "
4096,32192,"58,589",11899,Third Party Solution,643.84,"$38,642 ","$772,840 "
4097,91477,"199,420",13003,Third Party Solution,1829.54,"$56,550 ","$1,413,750 "
4098,95533,"192,021",16326,Third Party Solution,2865.99,"$55,607 ","$1,390,175 "
4099,50318,"83,528",14308,Shopify Email,5031.8,"$3,949 ","$65,817 "
4100,88867,"193,730",18795,Third Party Solution,888.67,"$59,323 ","$1,186,460 "
4101,62584,"127,046",19890,Third Party Solution,625.84,"$56,969 ","$949,483 "
4102,113764,"246,868",15938,Third Party Solution,1137.64,"$55,886 ","$1,862,867 "
4103,2134,"2,454",172,Shopify Email,192.06,$339 ,"$11,300 "
4104,33761,"66,847",9854,Third Party Solution,1012.83,"$22,798 ","$569,950 "
4105,49755,"101,003",17986,Third Party Solution,1492.65,"$57,833 ","$1,445,825 "
4106,20393,"39,155",11565,Third Party Solution,407.86,"$45,514 ","$2,275,700 "
4107,27078,"52,802",7667,Third Party Solution,812.34,"$22,388 ","$746,267 "
4108,20548,"39,863",11233,Third Party Solution,616.44,"$43,840 ","$1,461,333 "
4109,69442,"123,607",8875,Shopify Email,4166.52,"$2,173 ","$54,325 "
4110,108472,"236,469",15109,Third Party Solution,2169.44,"$57,488 ","$1,916,267 "
4111,895,"1,056",1293,Shopify Email,71.6,"$1,728 ","$28,800 "
4112,16397,"24,104",11180,Shopify Email,1147.79,"$2,172 ","$54,300 "
4113,56100,"117,249",13174,Third Party Solution,1122,"$52,365 ","$5,236,500 "
4114,40055,"77,306",10146,Third Party Solution,801.1,"$10,657 ","$355,233 "
4115,11994,"17,511",6186,Shopify Email,839.58,"$4,797 ","$119,925 "
4116,63627,"127,890",19946,Third Party Solution,1908.81,"$53,130 ","$1,062,600 "
4117,3936,"4,841",6893,Shopify Email,275.52,"$3,655 ","$60,917 "
4118,3997,"7,195",7448,Shopify Email,159.88,"$3,474 ","$86,850 "
4119,104091,"218,591",18644,Third Party Solution,1040.91,"$53,554 ","$1,338,850 "
4120,94699,"198,868",13454,Third Party Solution,2840.97,"$51,619 ","$860,317 "
4121,101400,"206,856",18960,Third Party Solution,1014,"$59,058 ","$1,968,600 "
4122,83211,"177,239",14403,Third Party Solution,832.11,"$59,229 ","$987,150 "
4123,8013,"13,702",6914,Shopify Email,560.91,"$3,514 ","$70,280 "
4124,5723,"9,443",6385,Shopify Email,515.07,"$4,385 ","$73,083 "
4125,79075,"170,011",18683,Third Party Solution,1581.5,"$58,550 ","$1,463,750 "
4126,1021,"1,123",2721,Shopify Email,81.68,$734 ,"$24,467 "
4127,57554,"126,043",16805,Third Party Solution,575.54,"$58,529 ","$5,852,900 "
4128,33558,"61,411",10131,Third Party Solution,1006.74,"$15,620 ","$781,000 "
4129,36423,"67,383",10127,Third Party Solution,364.23,"$20,353 ","$508,825 "
4130,5192,"7,528",6107,Shopify Email,311.52,"$4,233 ","$141,100 "
4131,1608,"1,881",2506,Shopify Email,160.8,"$1,039 ","$34,633 "
4132,23751,"45,127",11072,Third Party Solution,475.02,"$9,894 ","$197,880 "
4133,20135,"36,847",9161,Third Party Solution,604.05,"$19,233 ","$384,660 "
4134,14600,"21,316",6763,Shopify Email,876,"$3,088 ","$102,933 "
4135,5241,"7,390",6679,Shopify Email,471.69,"$4,008 ","$100,200 "
4136,12191,"17,555",6475,Shopify Email,609.55,"$4,278 ","$142,600 "
4137,1081,"1,146",1517,Shopify Email,75.67,"$1,595 ","$31,900 "
4138,45337,"97,928",14438,Third Party Solution,1360.11,"$53,879 ","$1,346,975 "
4139,111867,"238,277",17711,Third Party Solution,2237.34,"$59,841 ","$5,984,100 "
4140,3042,"3,711",6771,Shopify Email,182.52,"$2,266 ","$56,650 "
4141,40601,"76,330",11560,Third Party Solution,406.01,"$38,556 ","$1,927,800 "
4142,30429,"58,424",8258,Third Party Solution,304.29,"$46,583 ","$2,329,150 "
4143,3266,"4,311",6333,Shopify Email,130.64,"$3,792 ","$94,800 "
4144,15897,"29,886",9923,Third Party Solution,317.94,"$19,365 ","$387,300 "
4145,31725,"62,816",11991,Third Party Solution,634.5,"$26,128 ","$653,200 "
4146,10111,"15,773",6973,Shopify Email,606.66,"$3,844 ","$76,880 "
4147,107539,"221,530",18947,Third Party Solution,2150.78,"$57,558 ","$5,755,800 "
4148,53231,"101,139",14761,Shopify Email,2661.55,"$4,051 ","$67,517 "
4149,6251,"9,939",6582,Shopify Email,500.08,"$4,099 ","$102,475 "
4150,45044,"91,439",13111,Third Party Solution,900.88,"$54,476 ","$5,447,600 "
4151,36616,"56,389",11878,Shopify Email,3661.6,"$3,581 ","$89,525 "
4152,97867,"195,734",15427,Third Party Solution,1957.34,"$52,066 ","$1,041,320 "
4153,43228,"89,914",16106,Third Party Solution,864.56,"$54,760 ","$1,095,200 "
4154,33864,"66,373",8225,Third Party Solution,1015.92,"$21,352 ","$427,040 "
4155,18696,"34,962",11880,Third Party Solution,560.88,"$40,871 ","$817,420 "
4156,5436,"9,024",7207,Shopify Email,326.16,"$2,031 ","$50,775 "
4157,94875,"199,238",16031,Third Party Solution,948.75,"$50,651 ","$2,532,550 "
4158,3295,"4,185",6361,Shopify Email,197.7,"$4,168 ","$104,200 "
4159,13691,"18,072",6645,Shopify Email,958.37,"$4,375 ","$87,500 "
4160,33124,"59,623",9388,Third Party Solution,662.48,"$10,997 ","$274,925 "
4161,18943,"36,749",7948,Third Party Solution,189.43,"$18,016 ","$450,400 "
4162,75716,"155,218",18220,Third Party Solution,757.16,"$56,249 ","$1,406,225 "
4163,1436,"1,608",160,Shopify Email,86.16,$765 ,"$15,300 "
4164,32347,"58,872",9150,Third Party Solution,646.94,"$44,104 ","$882,080 "
4165,13149,"22,090",6128,Shopify Email,788.94,"$2,101 ","$52,525 "
4166,26842,"49,121",9854,Third Party Solution,805.26,"$31,557 ","$525,950 "
4167,28558,"47,121",13584,Shopify Email,1142.32,"$2,898 ","$72,450 "
4168,19321,"37,290",8924,Third Party Solution,579.63,"$23,153 ","$463,060 "
4169,41098,"80,141",10387,Third Party Solution,821.96,"$35,967 ","$719,340 "
4170,17504,"28,707",14992,Shopify Email,1050.24,"$3,558 ","$59,300 "
4171,41361,"78,172",11926,Third Party Solution,827.22,"$37,393 ","$1,869,650 "
4172,92752,"198,489",13745,Third Party Solution,2782.56,"$56,035 ","$1,400,875 "
4173,84024,"175,610",18695,Third Party Solution,1680.48,"$57,902 ","$5,790,200 "
4174,27749,"55,498",9994,Third Party Solution,832.47,"$39,719 ","$794,380 "
4175,34430,"42,349",10001,Shopify Email,1721.5,"$3,959 ","$98,975 "
4176,31633,"62,950",11646,Third Party Solution,316.33,"$21,660 ","$541,500 "
4177,2774,"2,996",2102,Shopify Email,166.44,$327 ,"$5,450 "
4178,9442,"12,086",6780,Shopify Email,849.78,"$4,094 ","$68,233 "
4179,37330,"69,061",11210,Third Party Solution,373.3,"$22,574 ","$564,350 "
4180,68583,"111,104",13331,Shopify Email,4800.81,"$4,062 ","$81,240 "
4181,49856,"101,208",13908,Third Party Solution,498.56,"$56,721 ","$945,350 "
4182,47075,"102,153",13831,Third Party Solution,941.5,"$51,318 ","$855,300 "
4183,111679,"234,526",12580,Third Party Solution,2233.58,"$52,328 ","$872,133 "
4184,79874,"174,924",18901,Third Party Solution,2396.22,"$51,703 ","$2,585,150 "
4185,8808,"10,922",7284,Shopify Email,704.64,"$4,560 ","$91,200 "
4186,17507,"32,038",11892,Third Party Solution,525.21,"$10,232 ","$204,640 "
4187,5455,"9,492",7249,Shopify Email,436.4,"$3,802 ","$126,733 "
4188,34963,"67,828",7796,Third Party Solution,699.26,"$10,890 ","$363,000 "
4189,41097,"73,975",8926,Third Party Solution,821.94,"$40,403 ","$1,346,767 "
4190,40701,"80,995",10583,Third Party Solution,1221.03,"$6,232 ","$103,867 "
4191,2261,"2,578",2836,Shopify Email,135.66,"$1,907 ","$31,783 "
4192,25210,"45,882",11630,Third Party Solution,252.1,"$9,156 ","$183,120 "
4193,46166,"97,410",17837,Third Party Solution,923.32,"$51,275 ","$854,583 "
4194,2862,"3,005",1956,Shopify Email,286.2,"$1,993 ","$66,433 "
4195,40571,"77,491",8684,Third Party Solution,405.71,"$46,049 ","$2,302,450 "
4196,19852,"38,711",11093,Third Party Solution,595.56,"$12,761 ","$319,025 "
4197,84013,"170,546",15857,Third Party Solution,1680.26,"$53,327 ","$1,066,540 "
4198,33603,"66,198",8145,Third Party Solution,1008.09,"$6,317 ","$210,567 "
4199,42314,"88,013",15093,Third Party Solution,846.28,"$53,831 ","$1,345,775 "
4200,51223,"106,032",19282,Third Party Solution,1024.46,"$51,338 ","$1,711,267 "
4201,4659,"7,128",6544,Shopify Email,372.72,"$4,973 ","$99,460 "
4202,16543,"32,755",8293,Third Party Solution,496.29,"$14,982 ","$499,400 "
4203,25659,"51,061",8300,Third Party Solution,513.18,"$17,705 ","$354,100 "
4204,100979,"201,958",13743,Third Party Solution,2019.58,"$54,625 ","$2,731,250 "
4205,4254,"6,934",7134,Shopify Email,170.16,"$2,616 ","$43,600 "
4206,39956,"57,537",10487,Shopify Email,1598.24,"$3,195 ","$79,875 "
4207,41844,"58,163",10811,Shopify Email,2929.08,"$4,749 ","$94,980 "
4208,27425,"43,332",9815,Shopify Email,1371.25,"$2,279 ","$56,975 "
4209,115942,"249,275",15684,Third Party Solution,1159.42,"$54,634 ","$2,731,700 "
4210,9861,"16,665",6449,Shopify Email,887.49,"$4,900 ","$122,500 "
4211,21447,"40,964",7997,Third Party Solution,214.47,"$24,520 ","$490,400 "
4212,39266,"76,569",10193,Third Party Solution,785.32,"$31,716 ","$792,900 "
4213,12181,"21,317",6926,Shopify Email,609.05,"$4,741 ","$118,525 "
4214,23031,"41,456",11368,Third Party Solution,460.62,"$34,586 ","$864,650 "
4215,31291,"56,324",9363,Third Party Solution,312.91,"$6,496 ","$324,800 "
4216,110492,"234,243",16410,Third Party Solution,3314.76,"$56,418 ","$2,820,900 "
4217,14941,"17,929",6283,Shopify Email,896.46,"$2,786 ","$92,867 "
4218,6122,"7,714",6898,Shopify Email,489.76,"$4,567 ","$114,175 "
4219,111723,"229,032",15483,Third Party Solution,1117.23,"$53,821 ","$2,691,050 "
4220,23480,"46,490",10820,Third Party Solution,704.4,"$39,886 ","$797,720 "
4221,13602,"17,819",6362,Shopify Email,544.08,"$3,091 ","$77,275 "
4222,24282,"45,165",7933,Third Party Solution,728.46,"$30,050 ","$500,833 "
4223,4781,"8,176",6676,Shopify Email,239.05,"$3,971 ","$132,367 "
4224,48804,"102,976",18479,Third Party Solution,976.08,"$55,119 ","$1,102,380 "
4225,12317,"16,628",7387,Shopify Email,985.36,"$2,825 ","$47,083 "
4226,115314,"237,547",16996,Third Party Solution,1153.14,"$50,491 ","$1,683,033 "
4227,48011,"99,383",14945,Third Party Solution,480.11,"$50,238 ","$5,023,800 "
4228,12576,"15,468",6201,Shopify Email,880.32,"$2,076 ","$34,600 "
4229,114808,"244,541",12236,Third Party Solution,2296.16,"$59,237 ","$1,974,567 "
4230,21416,"40,905",11069,Third Party Solution,428.32,"$16,634 ","$415,850 "
4231,5265,"8,266",6125,Shopify Email,315.9,"$2,849 ","$71,225 "
4232,1621,"1,864",4888,Shopify Email,129.68,"$1,978 ","$39,560 "
4233,16518,"31,549",10351,Third Party Solution,495.54,"$12,541 ","$209,017 "
4234,75610,"166,342",17145,Third Party Solution,1512.2,"$51,835 ","$1,727,833 "
4235,12480,"20,592",6838,Shopify Email,748.8,"$3,468 ","$86,700 "
4236,5647,"9,600",6937,Shopify Email,395.29,"$3,633 ","$90,825 "
4237,28041,"52,156",8693,Third Party Solution,841.23,"$33,403 ","$556,717 "
4238,1587,"1,746",3885,Shopify Email,79.35,$739 ,"$24,633 "
4239,22677,"43,086",10684,Third Party Solution,226.77,"$16,221 ","$540,700 "
4240,63846,"139,184",16219,Third Party Solution,1915.38,"$51,542 ","$5,154,200 "
4241,27472,"53,570",11052,Third Party Solution,824.16,"$15,186 ","$253,100 "
4242,2373,"2,729",4350,Shopify Email,142.38,$905 ,"$18,100 "
4243,591,668,569,Shopify Email,29.55,$643 ,"$12,860 "
4244,28294,"50,929",11360,Third Party Solution,565.88,"$48,262 ","$1,608,733 "
4245,16806,"31,931",10049,Third Party Solution,504.18,"$41,569 ","$831,380 "
4246,16527,"32,558",9778,Third Party Solution,165.27,"$8,619 ","$215,475 "
4247,13602,"17,411",6068,Shopify Email,544.08,"$3,129 ","$78,225 "
4248,77946,"168,363",17619,Third Party Solution,1558.92,"$59,845 ","$1,994,833 "
4249,31282,"59,123",9280,Shopify Email,1564.1,"$4,551 ","$113,775 "
4250,17478,"33,558",8502,Third Party Solution,524.34,"$34,224 ","$570,400 "
4251,3906,"5,547",6871,Shopify Email,312.48,"$4,603 ","$153,433 "
4252,88133,"192,130",18803,Third Party Solution,1762.66,"$52,530 ","$1,751,000 "
4253,5594,"9,174",7125,Shopify Email,503.46,"$3,181 ","$53,017 "
4254,11074,"14,175",6100,Shopify Email,885.92,"$4,740 ","$118,500 "
4255,47014,"95,438",14867,Third Party Solution,470.14,"$52,628 ","$1,315,700 "
4256,40018,"75,634",10154,Third Party Solution,800.36,"$33,323 ","$666,460 "
4257,86772,"177,883",19956,Third Party Solution,1735.44,"$51,857 ","$2,592,850 "
4258,20772,"38,636",11278,Third Party Solution,207.72,"$49,953 ","$1,665,100 "
4259,57870,"123,263",13722,Third Party Solution,1736.1,"$59,337 ","$1,483,425 "
4260,17754,"35,330",9436,Third Party Solution,355.08,"$43,251 ","$720,850 "
4261,102623,"210,377",15173,Third Party Solution,2052.46,"$52,566 ","$1,314,150 "
4262,41536,"74,765",9454,Third Party Solution,1246.08,"$20,189 ","$504,725 "
4263,82828,"178,908",17841,Third Party Solution,1656.56,"$55,071 ","$1,101,420 "
4264,7624,"9,378",7132,Shopify Email,533.68,"$4,545 ","$90,900 "
4265,12359,"21,381",6153,Shopify Email,1112.31,"$2,216 ","$73,867 "
4266,110656,"232,378",12674,Third Party Solution,2213.12,"$55,153 ","$919,217 "
4267,643,746,5174,Shopify Email,32.15,"$1,099 ","$21,980 "
4268,26060,"50,296",10703,Third Party Solution,781.8,"$26,335 ","$1,316,750 "
4269,5754,"7,135",6486,Shopify Email,230.16,"$2,418 ","$80,600 "
4270,2295,"2,525",3326,Shopify Email,183.6,"$1,351 ","$27,020 "
4271,7278,"11,572",6960,Shopify Email,582.24,"$3,889 ","$97,225 "
4272,2269,"2,519",19,Shopify Email,204.21,"$1,895 ","$31,583 "
4273,38339,"70,160",10746,Third Party Solution,383.39,"$8,105 ","$270,167 "
4274,26077,"51,372",11315,Third Party Solution,521.54,"$7,755 ","$193,875 "
4275,19543,"37,523",11774,Third Party Solution,195.43,"$19,474 ","$973,700 "
4276,19772,"36,183",7506,Third Party Solution,395.44,"$46,867 ","$2,343,350 "
4277,53293,"99,125",8197,Shopify Email,2131.72,"$2,181 ","$43,620 "
4278,1934,"2,301",2217,Shopify Email,154.72,$113 ,"$1,883 "
4279,102436,"205,896",17814,Third Party Solution,1024.36,"$51,599 ","$1,289,975 "
4280,19505,"37,060",8531,Third Party Solution,195.05,"$14,428 ","$360,700 "
4281,40083,"73,753",8069,Third Party Solution,400.83,"$38,381 ","$959,525 "
4282,13105,"21,230",6673,Shopify Email,524.2,"$2,347 ","$78,233 "
4283,87744,"190,404",13569,Third Party Solution,2632.32,"$57,167 ","$1,143,340 "
4284,117710,"240,128",15475,Third Party Solution,3531.3,"$52,572 ","$5,257,200 "
4285,33801,"62,194",8330,Third Party Solution,338.01,"$45,189 ","$903,780 "
4286,16420,"23,973",9574,Shopify Email,1642,"$2,916 ","$97,200 "
4287,21114,"38,216",11317,Third Party Solution,633.42,"$26,838 ","$894,600 "
4288,86825,"177,123",17081,Third Party Solution,1736.5,"$56,511 ","$1,130,220 "
4289,30376,"56,196",10080,Third Party Solution,303.76,"$25,474 ","$636,850 "
4290,86207,"172,414",18848,Third Party Solution,862.07,"$58,844 ","$5,884,400 "
4291,15829,"31,183",8170,Third Party Solution,158.29,"$15,331 ","$766,550 "
4292,57570,"97,869",9091,Shopify Email,2302.8,"$4,256 ","$141,867 "
4293,2424,"2,666",3909,Shopify Email,218.16,"$1,121 ","$22,420 "
4294,71403,"96,394",9885,Shopify Email,6426.27,"$4,206 ","$70,100 "
4295,37383,"72,523",10391,Third Party Solution,373.83,"$32,014 ","$533,567 "
4296,27017,"52,953",7542,Third Party Solution,270.17,"$5,019 ","$125,475 "
4297,1283,"1,540",1182,Shopify Email,128.3,"$1,387 ","$34,675 "
4298,56079,"114,962",18653,Third Party Solution,1682.37,"$55,555 ","$1,851,833 "
4299,2384,"2,503",947,Shopify Email,95.36,$64 ,"$2,133 "
4300,1691,"1,877",5250,Shopify Email,135.28,"$1,546 ","$30,920 "
4301,40866,"73,967",8528,Third Party Solution,408.66,"$12,318 ","$410,600 "
4302,812,861,3726,Shopify Email,73.08,"$1,680 ","$28,000 "
4303,48406,"104,073",17981,Third Party Solution,1452.18,"$58,042 ","$1,160,840 "
4304,3864,"5,835",6057,Shopify Email,154.56,"$2,881 ","$57,620 "
4305,115038,"230,076",15321,Third Party Solution,2300.76,"$59,574 ","$1,191,480 "
4306,26019,"36,427",10796,Shopify Email,1561.14,"$4,658 ","$77,633 "
4307,17905,"34,378",7772,Third Party Solution,358.1,"$42,845 ","$1,071,125 "
4308,20493,"39,756",9996,Third Party Solution,204.93,"$42,770 ","$1,069,250 "
4309,2018,"2,119",4383,Shopify Email,121.08,"$1,984 ","$49,600 "
4310,18808,"36,676",9578,Third Party Solution,376.16,"$13,960 ","$349,000 "
4311,28025,"53,248",10721,Third Party Solution,280.25,"$40,369 ","$672,817 "
4312,2869,"3,127",3464,Shopify Email,258.21,"$1,984 ","$33,067 "
4313,292,347,4831,Shopify Email,14.6,"$1,247 ","$31,175 "
4314,40647,"76,416",8742,Third Party Solution,1219.41,"$12,453 ","$622,650 "
4315,57759,"102,233",14557,Shopify Email,2310.36,"$3,296 ","$109,867 "
4316,90777,"196,986",17904,Third Party Solution,2723.31,"$51,063 ","$2,553,150 "
4317,31830,"60,159",10088,Third Party Solution,636.6,"$42,349 ","$1,411,633 "
4318,3127,"4,347",7443,Shopify Email,187.62,"$2,004 ","$66,800 "
4319,60554,"128,374",13267,Third Party Solution,1211.08,"$56,769 ","$5,676,900 "
4320,55533,"90,519",11772,Shopify Email,4997.97,"$3,538 ","$88,450 "
4321,66891,"145,153",16650,Third Party Solution,668.91,"$50,808 ","$846,800 "
4322,8519,"14,312",6218,Shopify Email,340.76,"$2,356 ","$58,900 "
4323,6640,"10,425",7066,Shopify Email,332,"$3,938 ","$131,267 "
4324,2894,"3,444",539,Shopify Email,173.64,$549 ,"$13,725 "
4325,24686,"44,435",8930,Third Party Solution,740.58,"$45,164 ","$903,280 "
4326,9740,"13,831",6097,Shopify Email,876.6,"$4,113 ","$68,550 "
4327,15845,"31,532",10323,Third Party Solution,316.9,"$29,143 ","$1,457,150 "
4328,72022,"151,246",18039,Third Party Solution,720.22,"$58,917 ","$1,963,900 "
4329,22794,"42,397",11528,Third Party Solution,227.94,"$13,153 ","$219,217 "
4330,80021,"169,645",14116,Third Party Solution,2400.63,"$56,234 ","$937,233 "
4331,26125,"51,728",11791,Third Party Solution,261.25,"$36,373 ","$1,818,650 "
4332,428,462,763,Shopify Email,21.4,$864 ,"$21,600 "
4333,37948,"72,860",8834,Third Party Solution,379.48,"$40,280 ","$1,342,667 "
4334,105570,"229,087",12577,Third Party Solution,2111.4,"$52,458 ","$1,748,600 "
4335,53016,"92,248",9117,Shopify Email,4771.44,"$2,504 ","$41,733 "
4336,39551,"75,147",9038,Third Party Solution,1186.53,"$12,941 ","$431,367 "
4337,13135,"20,753",7287,Shopify Email,1182.15,"$3,745 ","$74,900 "
4338,23133,"45,803",10630,Third Party Solution,462.66,"$40,003 ","$800,060 "
4339,9486,"12,711",6169,Shopify Email,379.44,"$3,952 ","$65,867 "
4340,52143,"112,107",18802,Third Party Solution,1042.86,"$53,978 ","$5,397,800 "
4341,30463,"55,138",10884,Third Party Solution,609.26,"$33,322 ","$666,440 "
4342,7290,"10,935",6186,Shopify Email,583.2,"$4,061 ","$135,367 "
4343,52741,"113,393",18078,Third Party Solution,1054.82,"$55,514 ","$5,551,400 "
4344,20699,"37,465",11323,Third Party Solution,413.98,"$44,390 ","$2,219,500 "
4345,61758,"82,138",8801,Shopify Email,4940.64,"$2,092 ","$52,300 "
4346,24853,"46,227",10759,Third Party Solution,248.53,"$13,922 ","$232,033 "
4347,40287,"73,725",11353,Third Party Solution,1208.61,"$21,143 ","$352,383 "
4348,93999,"193,638",18271,Third Party Solution,1879.98,"$57,307 ","$1,432,675 "
4349,2524,"2,675",4790,Shopify Email,126.2,$906 ,"$18,120 "
4350,35499,"69,223",9862,Third Party Solution,1064.97,"$7,960 ","$199,000 "
4351,23175,"44,264",7758,Third Party Solution,695.25,"$31,653 ","$633,060 "
4352,12075,"18,354",7020,Shopify Email,1086.75,"$4,377 ","$72,950 "
4353,7512,"12,470",6606,Shopify Email,600.96,"$4,216 ","$70,267 "
4354,38332,"76,664",11755,Third Party Solution,1149.96,"$44,821 ","$2,241,050 "
4355,43212,"89,017",16357,Third Party Solution,432.12,"$50,910 ","$1,272,750 "
4356,1047,"1,235",900,Shopify Email,52.35,"$2,000 ","$50,000 "
4357,18763,"37,526",7693,Third Party Solution,562.89,"$20,782 ","$415,640 "
4358,47404,"99,074",14270,Third Party Solution,948.08,"$50,793 ","$1,269,825 "
4359,8210,"14,121",6339,Shopify Email,328.4,"$4,463 ","$148,767 "
4360,3613,"4,805",7449,Shopify Email,144.52,"$4,916 ","$163,867 "
4361,38741,"71,283",8305,Third Party Solution,774.82,"$27,007 ","$450,117 "
4362,12997,"17,806",7487,Shopify Email,909.79,"$3,954 ","$98,850 "
4363,59985,"75,581",9081,Shopify Email,2399.4,"$3,292 ","$109,733 "
4364,378,420,570,Shopify Email,37.8,$349 ,"$5,817 "
4365,38391,"61,426",8324,Shopify Email,1919.55,"$3,300 ","$110,000 "
4366,1011,"1,193",1064,Shopify Email,40.44,"$1,117 ","$22,340 "
4367,1776,"2,096",5857,Shopify Email,71.04,"$1,019 ","$20,380 "
4368,115354,"230,708",14124,Third Party Solution,2307.08,"$54,917 ","$5,491,700 "
4369,35001,"67,552",9496,Third Party Solution,1050.03,"$48,685 ","$811,417 "
4370,39702,"73,449",10424,Third Party Solution,794.04,"$15,213 ","$380,325 "
4371,73510,"149,960",16817,Third Party Solution,2205.3,"$56,803 ","$5,680,300 "
4372,42581,"93,252",14032,Third Party Solution,425.81,"$50,608 ","$843,467 "
4373,4554,"6,877",7102,Shopify Email,364.32,"$4,918 ","$163,933 "
4374,48488,"81,945",10914,Shopify Email,3879.04,"$3,452 ","$57,533 "
4375,101021,"205,073",19384,Third Party Solution,3030.63,"$52,344 ","$2,617,200 "
4376,39769,"71,982",7704,Third Party Solution,397.69,"$26,455 ","$529,100 "
4377,6731,"9,693",6713,Shopify Email,673.1,"$4,325 ","$86,500 "
4378,9708,"15,727",7376,Shopify Email,679.56,"$3,295 ","$109,833 "
4379,20451,"40,493",11207,Third Party Solution,409.02,"$34,360 ","$1,145,333 "
4380,2822,"2,991",2789,Shopify Email,141.1,$14 ,$467 
4381,48529,"100,940",14108,Third Party Solution,485.29,"$54,876 ","$914,600 "
4382,13378,"18,595",6987,Shopify Email,802.68,"$3,710 ","$92,750 "
4383,27283,"54,020",10078,Third Party Solution,818.49,"$27,404 ","$685,100 "
4384,7769,"10,644",6951,Shopify Email,621.52,"$4,405 ","$146,833 "
4385,2375,"2,684",1732,Shopify Email,118.75,"$1,040 ","$20,800 "
4386,8024,"11,715",6254,Shopify Email,401.2,"$2,115 ","$42,300 "
4387,1492,"1,656",3679,Shopify Email,74.6,"$1,578 ","$39,450 "
4388,14265,"19,258",7066,Shopify Email,570.6,"$3,466 ","$86,650 "
4389,2501,"2,801",1398,Shopify Email,125.05,"$1,727 ","$57,567 "
4390,835,919,1896,Shopify Email,66.8,$750 ,"$12,500 "
4391,81569,"172,926",16764,Third Party Solution,815.69,"$54,259 ","$1,085,180 "
4392,109727,"224,940",15891,Third Party Solution,1097.27,"$54,376 ","$906,267 "
4393,56841,"113,682",13303,Third Party Solution,1705.23,"$55,329 ","$922,150 "
4394,55005,"113,860",17776,Third Party Solution,1100.1,"$50,686 ","$5,068,600 "
4395,409,487,5720,Shopify Email,28.63,$907 ,"$22,675 "
4396,14601,"21,025",7079,Shopify Email,730.05,"$3,811 ","$127,033 "
4397,7060,"9,813",6259,Shopify Email,282.4,"$2,874 ","$71,850 "
4398,18246,"33,755",14588,Shopify Email,1824.6,"$3,419 ","$68,380 "
4399,29021,"44,112",13120,Shopify Email,1451.05,"$2,631 ","$87,700 "
4400,25120,"45,216",10019,Third Party Solution,251.2,"$23,993 ","$1,199,650 "
4401,114642,"230,430",17495,Third Party Solution,2292.84,"$57,213 ","$1,430,325 "
4402,53405,"116,957",19568,Third Party Solution,1602.15,"$57,093 ","$5,709,300 "
4403,33193,"64,394",7858,Shopify Email,1327.72,"$4,812 ","$80,200 "
4404,73981,"160,539",17971,Third Party Solution,1479.62,"$59,972 ","$1,499,300 "
4405,1160,"1,218",3977,Shopify Email,81.2,"$1,652 ","$55,067 "
4406,42797,"86,022",15127,Third Party Solution,855.94,"$58,632 ","$5,863,200 "
4407,41689,"82,544",10670,Third Party Solution,416.89,"$30,058 ","$500,967 "
4408,38749,"74,011",9101,Third Party Solution,1162.47,"$38,322 ","$958,050 "
4409,28524,"57,048",8697,Third Party Solution,285.24,"$16,322 ","$272,033 "
4410,7047,"9,795",6840,Shopify Email,704.7,"$4,361 ","$72,683 "
4411,37584,"68,027",9838,Third Party Solution,1127.52,"$11,812 ","$196,867 "
4412,9526,"12,384",6397,Shopify Email,381.04,"$3,867 ","$96,675 "
4413,31579,"58,421",8451,Third Party Solution,947.37,"$42,197 ","$703,283 "
4414,18437,"34,846",8554,Third Party Solution,368.74,"$8,396 ","$167,920 "
4415,25481,"47,395",9220,Third Party Solution,254.81,"$31,319 ","$1,565,950 "
4416,45411,"99,450",14939,Third Party Solution,454.11,"$59,360 ","$989,333 "
4417,13516,"21,626",6929,Shopify Email,1351.6,"$2,760 ","$69,000 "
4418,22096,"43,529",10650,Third Party Solution,662.88,"$40,853 ","$1,361,767 "
4419,50875,"108,364",19859,Third Party Solution,1017.5,"$55,285 ","$921,417 "
4420,71947,"146,052",12898,Third Party Solution,1438.94,"$57,626 ","$960,433 "
4421,5806,"7,258",6447,Shopify Email,232.24,"$4,843 ","$80,717 "
4422,1325,"1,431",334,Shopify Email,106,$594 ,"$11,880 "
4423,12337,"20,479",6785,Shopify Email,740.22,"$2,074 ","$34,567 "
4424,20759,"39,442",7901,Third Party Solution,622.77,"$49,919 ","$998,380 "
